brand_id, active,brand_name,is_deleted,description,category_id,flavour_id,created_at,is_deleted,description,flavour_name,updated_at, brand_id,is_active,id,created_at,description ,is_active ,is_deleted,name
475,1,AtlasBeauty,0,Outdoor sports gear.,171,501,4/20/2024 6:24,0,Bold and smoky with mesquite flavor,Delicious gluten-free snacks,4/20/2024 6:24,124,1,501,4/20/2024 6:24,Creative solutions for balanced life for trendsetters.,1,0,Social Work
476,1,FusionSports,0,High-tech fitness machines.,291,502,10/7/2023 16:09,0,Tangy and fresh with lime juice,Natural skin care serums,10/7/2023 16:09,820,1,502,10/7/2023 16:09,Leading provider of fashion and apparel for modern businesses.,1,0,Environmental Organizations
477,1,PrimeToys,0,Designer kids' clothing.,152,503,5/21/2025 10:37,0,Creamy and smooth with yogurt cream,Premium outdoor furniture,5/21/2025 10:37,475,1,503,5/21/2025 10:37,Advanced technology-driven services designed for daily use.,1,0,Animal Welfare
478,1,NextTools,0,Organic essential oils.,549,504,1/14/2024 21:03,0,Fresh and crisp with romaine lettuce,Designer fashion jewelry,1/14/2024 21:03,586,1,504,1/14/2024 21:03,Eco-friendly solutions for cutting-edge designs to reduce environmental impact.,1,0,Human Rights
479,1,CoreHome,0,Personalized home decor.,896,505,7/17/2023 7:55,0,Nutty and smooth with peanut cream,Healthy protein shakes,7/17/2023 7:55,649,1,505,7/17/2023 7:55,Premium corporate efficiency crafted with care.,1,0,Disaster Relief
480,1,EpicCoffee,0,Creative cooking utensils.,82,506,9/12/2025 16:45,0,Sharp and pungent with mustard,Organic hair treatments,9/12/2025 16:45,584,1,506,9/12/2025 16:45,Reliable tools and equipment for innovative solutions.,1,0,Community Development
481,1,AlphaJuice,0,Premium loose-leaf teas.,556,507,6/20/2024 9:28,0,Earthy and sweet with baked sweet potato,Specialty cocktail mixers,6/20/2024 9:28,990,1,507,6/20/2024 9:28,Fun and educational home and lifestyle products for children of all ages.,1,0,Volunteer Services
482,1,BetaBakery,0,Innovative baby monitors.,971,508,2/25/2023 14:56,0,Sweet and floral with rose essence,Quality outdoor apparel,2/25/2023 14:56,384,1,508,2/25/2023 14:56,Creative solutions for digital marketing sourced from trusted suppliers.,1,0,Government & Politics
483,1,GammaPets,0,Comfortable maternity wear.,627,509,12/23/2025 5:37,0,Bright and citrusy with lemon peel,Innovative fitness tools,12/23/2025 5:37,348,1,509,12/23/2025 5:37,Health and wellness products for unique offerings that promote wellness.,1,0,Public Administration
484,1,DeltaTech,0,Natural pet nutrition products.,387,510,9/24/2024 20:01,0,Smooth and rich with honey glaze,Comfortable loungewear,9/24/2024 20:01,167,1,510,9/24/2024 20:01,High-quality innovative solutions for smarter living.,1,0,Policy Making
485,1,EpsilonFoods,0,Specialty cocktail mixers.,94,511,5/15/2023 11:23,0,Fruity and tart with cherry juice,Natural facial cleansers,5/15/2023 11:23,424,1,511,5/15/2023 11:23,Specialty corporate efficiency designed for daily use.,1,0,Law Enforcement
486,1,ZetaWear,0,Quality winter wear.,176,512,7/10/2025 22:16,0,Spicy and warm with allspice powder,Gourmet baking ingredients,7/10/2025 22:16,944,1,512,7/10/2025 22:16,Leading provider of fashion and apparel sourced from trusted suppliers.,1,0,Military & Defense
487,1,EtaDrinks,0,Organic herbal teas.,98,513,10/18/2024 18:24,0,Light and floral with lavender essence,Outdoor picnic sets,10/18/2024 18:24,135,1,513,10/18/2024 18:24,Creative solutions for technology-driven services for trendsetters.,1,0,International Relations
488,1,ThetaGoods,0,Fashion-forward jewelry.,440,514,1/11/2023 6:55,0,Sweet and creamy with panna cotta,High-quality sportswear,1/11/2023 6:55,723,1,514,1/11/2023 6:55,Fresh and organic produce for modern businesses.,1,0,Diplomacy
489,1,IotaMedia,0,Gourmet snack boxes.,962,515,2/28/2025 12:38,0,Bold and smoky with smoked paprika,Handcrafted wooden toys,2/28/2025 12:38,788,1,515,2/28/2025 12:38,Advanced technology-driven services for innovative solutions.,1,0,Public Safety
490,1,KappaFresh,0,Outdoor garden furniture.,673,516,5/13/2024 20:45,0,Tangy and fresh with lime zest,Sustainable home goods,5/13/2024 20:45,722,1,516,5/13/2024 20:45,Comprehensive home and lifestyle products to enhance productivity.,1,0,Civil Services
491,1,LambdaCloth,0,High-end tech accessories.,505,517,9/8/2023 14:28,0,Creamy and soft with mascarpone cheese,Delicious organic snacks,9/8/2023 14:28,242,1,517,9/8/2023 14:28,Fun and educational unique offerings for children of all ages.,1,0,Elections
492,1,MuHealth,0,Handmade leather goods.,706,518,11/27/2025 7:22,0,Fresh and crisp with green apple slices,Natural bath salts,11/27/2025 7:22,200,1,518,11/27/2025 7:22,Eco-friendly solutions for fashion and apparel to reduce environmental impact.,1,0,Legislation
493,1,NuElectronics,0,Sustainable footwear brands.,93,519,3/4/2024 18:37,0,Nutty and rich with almond paste,Premium workout gear,3/4/2024 18:37,125,1,519,3/4/2024 18:37,High-quality corporate efficiency crafted with care.,1,0,Judiciary
494,1,XiSnacks,0,Delicious plant-based foods.,379,520,8/22/2023 13:17,0,Sharp and pungent with horseradish sauce,Designer sunglasses,8/22/2023 13:17,325,1,520,8/22/2023 13:17,Reliable tools and equipment for smarter living.,1,0,Urban Planning
495,1,OmicronBeauty,0,Natural hair styling products.,650,521,6/23/2025 9:04,0,Earthy and deep with roasted beets,Healthy hydration products,6/23/2025 9:04,506,1,521,6/23/2025 9:04,Specialty cutting-edge designs for trendsetters.,1,0,Infrastructure
496,1,PiSports,0,Premium outdoor grills.,632,522,12/9/2024 21:26,0,Sweet and juicy with ripe mango,Organic face masks,12/9/2024 21:26,139,1,522,12/9/2024 21:26,Health and wellness products for digital marketing that promote wellness.,1,0,Transportation Planning
497,1,RhoToys,0,Designer watches and accessories.,245,523,4/19/2023 5:42,0,Spicy and bold with chili powder,Specialty tea blends,4/19/2023 5:42,902,1,523,4/19/2023 5:42,Creative solutions for home and lifestyle products designed for daily use.,1,0,Public Utilities
498,1,SigmaTools,0,Healthy juice cleanses.,577,524,1/2/2025 14:16,0,Light and citrusy with orange zest,Quality hiking clothes,1/2/2025 14:16,448,1,524,1/2/2025 14:16,Leading provider of premium experiences for modern businesses.,1,0,Water Supply
499,1,TauHome,0,Organic skincare tools.,381,525,7/22/2024 11:54,0,Buttery and smooth with shortbread crust,Innovative smart devices,7/22/2024 11:54,491,1,525,7/22/2024 11:54,Fun and educational children of all ages for innovative solutions.,1,0,Wastewater Management
500,1,UpsilonCoffee,0,Specialty cooking appliances.,835,526,11/10/2023 19:38,0,Juicy and tropical with papaya puree,Comfortable sports bras,11/10/2023 19:38,950,1,526,11/10/2023 19:38,Premium home and lifestyle products for balanced life.,1,0,Energy Supply
501,1,PhiJuice,0,Comfortable sleepwear.,725,527,3/3/2025 15:02,0,Smoky and intense with smoked ham,Natural lip scrubs,3/3/2025 15:02,498,1,527,3/3/2025 15:02,Advanced technology-driven services for home and lifestyle products.,1,0,Telecommunications Infrastructure
502,1,ChiBakery,0,Natural makeup collections.,573,528,2/15/2024 6:31,0,Floral and delicate with rose petals,Gourmet cooking spices,2/15/2024 6:31,998,1,528,2/15/2024 6:31,Comprehensive corporate efficiency designed for daily use.,1,0,Disaster Management
503,1,PsiPets,0,High-quality hiking boots.,392,529,6/6/2023 18:45,0,Tangy and spicy with chipotle peppers,Outdoor adventure equipment,6/6/2023 18:45,5,1,529,6/6/2023 18:45,High-quality unique offerings sourced from trusted suppliers.,1,0,Emergency Services
504,1,OmegaTech,0,Innovative home cleaning devices.,446,530,8/20/2025 12:54,0,Creamy and sweet with vanilla custard,High-end fitness trackers,8/20/2025 12:54,479,1,530,8/20/2025 12:54,Innovative fashion and apparel for trendsetters.,1,0,Healthcare
505,1,ApexFoods,0,Creative art supplies.,620,531,4/4/2024 22:15,0,Fresh and bright with baby spinach,Handmade jewelry boxes,4/4/2024 22:15,433,1,531,4/4/2024 22:15,Specialty innovative solutions for smarter living.,1,0,Hospitals
506,1,NovaWear,0,Gourmet cooking classes.,797,532,10/29/2023 8:49,0,Nutty and crunchy with toasted almonds,Sustainable fashion accessories,10/29/2023 8:49,837,1,532,10/29/2023 8:49,Reliable tools and equipment for home and lifestyle products.,1,0,Clinics
507,1,VegaDrinks,0,Natural wellness retreats.,296,533,5/6/2025 17:32,0,Sharp and aromatic with cumin seeds,Delicious gluten-free treats,5/6/2025 17:32,845,1,533,5/6/2025 17:32,Creative solutions for digital marketing to enhance productivity.,1,0,Pharmacies
508,1,LunaGoods,0,Luxury home fragrances.,63,534,1/5/2024 7:58,0,Earthy and robust with black truffle,Natural skin serums,1/5/2024 7:58,451,1,534,1/5/2024 7:58,Eco-friendly solutions for innovative solutions to reduce environmental impact.,1,0,Medical Devices
509,1,OrionMedia,0,Organic garden fertilizers.,707,535,7/25/2023 15:40,0,Light and fruity with pomegranate seeds,Premium outdoor lighting,7/25/2023 15:40,299,1,535,7/25/2023 15:40,Health and wellness products for cutting-edge designs that promote wellness.,1,0,Healthcare IT
510,1,StellarFresh,0,Fitness coaching and apps.,554,536,9/15/2025 9:03,0,Spicy and warm with cardamom pods,Designer handbags,9/15/2025 9:03,169,1,536,9/15/2025 9:03,Fun and educational home and lifestyle products for children of all ages.,1,0,Telemedicine
511,1,CosmoCloth,0,Handcrafted pottery.,687,537,6/21/2024 20:45,0,Sweet and rich with toffee sauce,Healthy meal replacements,6/21/2024 20:45,109,1,537,6/21/2024 20:45,Leading provider of innovative solutions for trendsetters.,1,0,Mental Health Services
512,1,QuantumHealth,0,Stylish swimwear.,299,538,2/1/2023 13:11,0,Bold and smoky with mesquite charcoal,Organic baby care,2/1/2023 13:11,879,1,538,2/1/2023 13:11,Premium corporate efficiency crafted with care.,1,0,Dental Care
513,1,VertexElectronics,0,Delicious artisan cheeses.,303,539,12/6/2025 18:59,0,Tangy and fresh with lemon juice,Specialty coffee roasters,12/6/2025 18:59,952,1,539,12/6/2025 18:59,Advanced technology-driven services for digital marketing.,1,0,Vision Care
514,1,NimbusSnacks,0,Natural deodorants.,495,540,9/11/2024 8:34,0,Creamy and smooth with ricotta cheese,Quality running gear,9/11/2024 8:34,323,1,540,9/11/2024 8:34,Creative solutions for fashion and apparel designed for daily use.,1,0,Alternative Medicine
515,1,HelixBeauty,0,Premium cycling gear.,689,541,5/29/2023 22:49,0,Fresh and crisp with iceberg lettuce,Innovative wireless chargers,5/29/2023 22:49,335,1,541,5/29/2023 22:49,High-quality home and lifestyle products for modern businesses.,1,0,Pharmaceuticals
516,1,PinnacleSports,0,Designer fragrance collections.,47,542,7/4/2025 13:26,0,Nutty and smooth with cashew butter,Comfortable yoga pants,7/4/2025 13:26,426,1,542,7/4/2025 13:26,Innovative unique offerings sourced from trusted suppliers.,1,0,Health Insurance
517,1,SummitToys,0,Healthy pet snacks.,424,543,10/19/2024 6:11,0,Sharp and pungent with radish sprouts,Natural hair oils,10/19/2024 6:11,832,1,543,10/19/2024 6:11,Reliable tools and equipment for corporate efficiency.,1,0,Fitness & Wellness
518,1,ZenithTools,0,Organic cotton clothing.,701,544,1/19/2023 21:15,0,Earthy and sweet with roasted garlic,Gourmet cheese boards,1/19/2023 21:15,218,1,544,1/19/2023 21:15,Specialty premium experiences for trendsetters.,1,0,Nutrition
519,1,HorizonHome,0,Specialty baking ingredients.,517,545,2/9/2025 17:48,0,Sweet and floral with rose water,Outdoor travel gear,2/9/2025 17:48,983,1,545,2/9/2025 17:48,Health and wellness products for smarter living.,1,0,Personal Training
520,1,AuroraCoffee,0,Quality yoga mats.,660,546,5/24/2024 10:36,0,Bright and citrusy with lemon peel,High-end audio headphones,5/24/2024 10:36,886,1,546,5/24/2024 10:36,Fun and educational children of all ages for balanced life.,1,0,Yoga & Meditation
521,1,SierraJuice,0,Innovative smartwatches.,691,547,9/16/2023 8:24,0,Smooth and rich with honey,Handmade home decor,9/16/2023 8:24,350,1,547,9/16/2023 8:24,Creative solutions for home and lifestyle products to enhance productivity.,1,0,Weight Management
522,1,TitanBakery,0,Comfortable athletic socks.,33,548,11/4/2025 20:19,0,Fruity and tart with black cherry,Sustainable gardening tools,11/4/2025 20:19,728,1,548,11/4/2025 20:19,Leading provider of cutting-edge designs for modern businesses.,1,0,Rehabilitation
523,1,AtlasPets,0,Natural teeth whitening products.,46,549,3/12/2024 15:44,0,Spicy and warm with clove buds,Delicious organic teas,3/12/2024 15:44,10,1,549,3/12/2024 15:44,Premium home and lifestyle products for innovative solutions.,1,0,Sports Medicine
524,1,FusionTech,0,Gourmet chocolate truffles.,562,550,8/12/2023 6:28,0,Light and floral with violet syrup,Natural bath bombs,8/12/2023 6:28,697,1,550,8/12/2023 6:28,Advanced technology-driven services designed for daily use.,1,0,Occupational Health
525,1,PrimeFoods,0,Outdoor hiking backpacks.,289,551,6/15/2025 18:42,0,Sweet and creamy with vanilla ice cream,Premium workout gear,6/15/2025 18:42,854,1,551,6/15/2025 18:42,Fun and educational unique offerings for children of all ages.,1,0,Childcare
526,1,NextWear,0,High-end sound systems.,977,552,12/1/2024 11:53,0,Bold and smoky with smoked cheddar,Designer men's shoes,12/1/2024 11:53,494,1,552,12/1/2024 11:53,Eco-friendly solutions for corporate efficiency to reduce environmental impact.,1,0,Daycare Centers
527,1,CoreDrinks,0,Handmade ceramic tableware.,694,553,4/14/2023 21:12,0,Tangy and fresh with pomegranate seeds,Healthy snack mixes,4/14/2023 21:12,525,1,553,4/14/2023 21:12,High-quality digital marketing crafted with care.,1,0,Preschools
528,1,EpicGoods,0,Sustainable travel gear.,72,554,1/11/2025 9:20,0,Creamy and soft with mascarpone cream,Organic skincare kits,1/11/2025 9:20,574,1,554,1/11/2025 9:20,Reliable tools and equipment for trendsetters.,1,0,After-school Programs
529,1,AlphaMedia,0,Delicious vegan desserts.,787,555,7/13/2024 16:34,0,Fresh and crisp with cucumber ribbons,Specialty baking tools,7/13/2024 16:34,595,1,555,7/13/2024 16:34,Specialty innovative solutions for fashion and apparel.,1,0,Tutoring
530,1,BetaFresh,0,Natural body oils.,976,556,11/29/2023 12:41,0,Nutty and rich with pecan nuts,Quality yoga blocks,11/29/2023 12:41,894,1,556,11/29/2023 12:41,Health and wellness products for home and lifestyle products that promote wellness.,1,0,Special Needs Services
531,1,GammaCloth,0,Premium ski equipment.,507,557,3/2/2025 7:29,0,Sharp and pungent with chili flakes,Innovative smart lighting,3/2/2025 7:29,22,1,557,3/2/2025 7:29,Creative solutions for premium experiences for trendsetters.,1,0,Parenting Support
532,1,DeltaHealth,0,Designer leather belts.,162,558,2/28/2024 21:17,0,Earthy and deep with black pepper,Comfortable winter jackets,2/28/2024 21:17,214,1,558,2/28/2024 21:17,Leading provider of innovative solutions for smarter living.,1,0,Senior Care
533,1,EpsilonElectronics,0,Healthy snack bars.,565,559,6/10/2023 13:55,0,Sweet and juicy with plum,Natural beard oils,6/10/2023 13:55,871,1,559,6/10/2023 13:55,Fun and educational children of all ages for modern businesses.,1,0,Assisted Living
534,1,ZetaSnacks,0,Organic baby clothing.,84,560,8/4/2025 10:03,0,Spicy and bold with cayenne pepper,Gourmet dessert toppings,8/4/2025 10:03,249,1,560,8/4/2025 10:03,Premium corporate efficiency sourced from trusted suppliers.,1,0,Home Care
535,1,EtaBeauty,0,Specialty coffee machines.,174,561,4/23/2024 19:24,0,Light and citrusy with orange zest,Outdoor fishing accessories,4/23/2024 19:24,880,1,561,4/23/2024 19:24,Advanced technology-driven services for unique offerings.,1,0,Geriatric Services
536,1,ThetaSports,0,Quality running shoes.,653,562,10/11/2023 5:34,0,Buttery and smooth with croissant layers,High-quality hiking gear,10/11/2023 5:34,993,1,562,10/11/2023 5:34,Comprehensive home and lifestyle products designed for daily use.,1,0,End-of-Life Care
537,1,IotaToys,0,Innovative wireless chargers.,817,563,5/25/2025 15:41,0,Juicy and tropical with pineapple chunks,Handcrafted pottery bowls,5/25/2025 15:41,767,1,563,5/25/2025 15:41,High-quality cutting-edge designs for trendsetters.,1,0,Hospice
538,1,KappaTools,0,Comfortable casual wear.,567,564,1/16/2024 7:50,0,Smoky and intense with smoked trout,Sustainable travel accessories,1/16/2024 7:50,514,1,564,1/16/2024 7:50,Innovative fashion and apparel for digital marketing.,1,0,Community Health
539,1,LambdaHome,0,Natural beard care products.,738,565,7/6/2023 22:05,0,Floral and delicate with elderflower petals,Delicious vegan snacks,7/6/2023 22:05,602,1,565,7/6/2023 22:05,Specialty unique offerings for balanced life.,1,0,Public Health
540,1,MuCoffee,0,Gourmet spice blends.,594,566,9/14/2025 20:29,0,Tangy and spicy with ginger root,Natural body scrubs,9/14/2025 20:29,92,1,566,9/14/2025 20:29,Reliable tools and equipment for home and lifestyle products.,1,0,Epidemiology
541,1,NuJuice,0,Outdoor camping tents.,17,567,6/17/2024 14:16,0,Creamy and sweet with custard,Premium ski apparel,6/17/2024 14:16,430,1,567,6/17/2024 14:16,Creative solutions for innovative solutions to enhance productivity.,1,0,Health Education
542,1,XiBakery,0,High-quality fishing gear.,846,568,2/10/2023 11:28,0,Fresh and bright with kale,Designer leather shoes,2/10/2023 11:28,100,1,568,2/10/2023 11:28,Eco-friendly solutions for smarter living to reduce environmental impact.,1,0,Health Policy
543,1,OmicronPets,0,Handcrafted wooden toys.,132,569,12/21/2025 8:38,0,Nutty and crunchy with toasted walnuts,Healthy energy bars,12/21/2025 8:38,156,1,569,12/21/2025 8:38,Health and wellness products for premium experiences that promote wellness.,1,0,Global Health
544,1,PiTech,0,Sustainable home goods.,926,570,9/15/2024 16:09,0,Sharp and aromatic with black cardamom,Organic baby toys,9/15/2024 16:09,582,1,570,9/15/2024 16:09,Fun and educational home and lifestyle products for children of all ages.,1,0,Biomedical Research
545,1,RhoFoods,0,Delicious organic jams.,124,571,5/19/2023 6:53,0,Earthy and robust with porcini powder,Specialty espresso machines,5/19/2023 6:53,330,1,571,5/19/2023 6:53,Leading provider of digital marketing for modern businesses.,1,0,Clinical Trials
546,1,SigmaWear,0,Natural bath oils.,907,572,7/15/2025 22:19,0,Light and fruity with passion fruit pulp,Quality running gear,7/15/2025 22:19,326,1,572,7/15/2025 22:19,Advanced technology-driven services for corporate efficiency.,1,0,Genetics
547,1,TauDrinks,0,Premium fitness supplements.,442,573,10/13/2024 12:47,0,Spicy and warm with mace,Innovative smartphone accessories,10/13/2024 12:47,605,1,573,10/13/2024 12:47,Premium home and lifestyle products for innovative solutions.,1,0,Biotechnology
548,1,UpsilonGoods,0,Designer sunglasses and eyewear.,16,574,1/12/2023 5:35,0,Sweet and rich with butterscotch syrup,Comfortable athletic wear,1/12/2023 5:35,198,1,574,1/12/2023 5:35,Fun and educational children of all ages for balanced life.,1,0,Pharmacology
549,1,PhiMedia,0,Healthy hydration products.,163,575,2/4/2025 21:32,0,Bold and smoky with hickory chips,Natural lip balms,2/4/2025 21:32,197,1,575,2/4/2025 21:32,Creative solutions for cutting-edge designs designed for daily use.,1,0,Neuroscience
550,1,ChiFresh,0,Organic face masks.,871,576,5/20/2024 14:29,0,Tangy and fresh with lemon zest,Gourmet spice racks,5/20/2024 14:29,975,1,576,5/20/2024 14:29,High-quality home and lifestyle products sourced from trusted suppliers.,1,0,Immunology
551,1,PsiCloth,0,Specialty tea blends.,708,577,9/4/2023 10:27,0,Creamy and smooth with cream cheese filling,Outdoor camping gear,9/4/2023 10:27,509,1,577,9/4/2023 10:27,Specialty fashion and apparel for trendsetters.,1,0,Oncology
552,1,OmegaHealth,0,Quality hiking apparel.,5,578,11/9/2025 18:55,0,Fresh and crisp with romaine hearts,High-end fitness apparel,11/9/2025 18:55,521,1,578,11/9/2025 18:55,Reliable tools and equipment for smarter living.,1,0,Cardiology
553,1,ApexElectronics,0,Innovative smart home hubs.,534,579,3/17/2024 7:46,0,Nutty and smooth with almond paste,Handmade jewelry pieces,3/17/2024 7:46,680,1,579,3/17/2024 7:46,Fun and educational home and lifestyle products for children of all ages.,1,0,Pediatrics
554,1,NovaSnacks,0,Comfortable sports bras.,36,580,8/21/2023 12:59,0,Sharp and pungent with jalapeño,Sustainable fashion lines,8/21/2023 12:59,463,1,580,8/21/2023 12:59,Creative solutions for innovative solutions to enhance productivity.,1,0,Surgery
555,1,VegaBeauty,0,Natural lip scrubs.,388,581,6/5/2025 15:18,0,Earthy and sweet with roasted pumpkin,Delicious gluten-free meals,6/5/2025 15:18,987,1,581,6/5/2025 15:18,Health and wellness products for premium experiences that promote wellness.,1,0,Emergency Medicine
556,1,LunaSports,0,Gourmet cooking spices.,986,582,12/13/2024 9:35,0,Sweet and floral with honeysuckle,Natural skin toners,12/13/2024 9:35,781,1,582,12/13/2024 9:35,Leading provider of corporate efficiency for modern businesses.,1,0,Anesthesiology
557,1,OrionToys,0,Outdoor adventure backpacks.,759,583,4/2/2023 21:05,0,Bright and citrusy with lime zest,Premium outdoor lighting,4/2/2023 21:05,191,1,583,4/2/2023 21:05,Specialty innovative solutions for home and lifestyle products.,1,0,Radiology
558,1,StellarTools,0,High-end fitness trackers.,256,584,1/5/2025 17:10,0,Smooth and rich with vanilla glaze,Designer fashion scarves,1/5/2025 17:10,760,1,584,1/5/2025 17:10,High-quality fashion and apparel for balanced life.,1,0,Pathology
559,1,CosmoHome,0,Handmade jewelry boxes.,226,585,7/20/2024 11:42,0,Fruity and tart with cranberry juice,Healthy protein bars,7/20/2024 11:42,696,1,585,7/20/2024 11:42,Fun and educational children of all ages for innovative solutions.,1,0,Dentistry
560,1,QuantumCoffee,0,Sustainable fashion accessories.,903,586,11/4/2023 16:09,0,Spicy and warm with nutmeg powder,Organic hair care kits,11/4/2023 16:09,438,1,586,11/4/2023 16:09,Creative solutions for digital marketing sourced from trusted suppliers.,1,0,Ophthalmology
561,1,VertexJuice,0,Delicious gluten-free snacks.,555,587,3/12/2025 19:48,0,Light and floral with rose hip,Specialty cocktail glasses,3/12/2025 19:48,360,1,587,3/12/2025 19:48,Premium home and lifestyle products designed for daily use.,1,0,Veterinary Medicine
562,1,NimbusBakery,0,Natural skin serums.,274,588,2/13/2024 9:27,0,Sweet and creamy with clotted cream,Quality outdoor shoes,2/13/2024 9:27,643,1,588,2/13/2024 9:27,Advanced technology-driven services for cutting-edge designs.,1,0,Animal Health
563,1,HelixPets,0,Premium outdoor furniture.,981,589,6/28/2023 22:41,0,Bold and smoky with smoked sausage,Innovative fitness trackers,6/28/2023 22:41,290,1,589,6/28/2023 22:41,Reliable tools and equipment for unique offerings.,1,0,Pet Care
564,1,PinnacleTech,0,Designer handbags and clutches.,842,590,8/22/2025 7:32,0,Tangy and fresh with lime wedges,Comfortable sleepwear sets,8/22/2025 7:32,593,1,590,8/22/2025 7:32,Fun and educational home and lifestyle products for children of all ages.,1,0,Livestock Health
565,1,SummitFoods,0,Healthy protein powders.,703,591,4/24/2024 13:04,0,Creamy and soft with cream cheese frosting,Natural facial moisturizers,4/24/2024 13:04,899,1,591,4/24/2024 13:04,Creative solutions for corporate efficiency to enhance productivity.,1,0,Wildlife Health
566,1,ZenithWear,0,Organic hair masks.,909,592,10/25/2023 6:39,0,Fresh and crisp with iceberg wedges,Gourmet baking tools,10/25/2023 6:39,492,1,592,10/25/2023 6:39,Health and wellness products for smarter living.,1,0,Animal Nutrition
567,1,HorizonDrinks,0,Specialty cocktail kits.,56,593,5/19/2025 18:04,0,Nutty and rich with pine nuts,Outdoor picnic gear,5/19/2025 18:04,892,1,593,5/19/2025 18:04,Leading provider of premium experiences for trendsetters.,1,0,Zoo Management
568,1,AuroraGoods,0,Quality outdoor gear.,972,594,1/11/2024 21:22,0,Sharp and pungent with green chili,High-quality sports equipment,1/11/2024 21:22,366,1,594,1/11/2024 21:22,Specialty innovative solutions for modern businesses.,1,0,Aquaculture
569,1,SierraMedia,0,Innovative fitness equipment.,271,595,7/9/2023 14:16,0,Earthy and deep with roasted coffee,Handcrafted wooden furniture,7/9/2023 14:16,423,1,595,7/9/2023 14:16,High-quality home and lifestyle products crafted with care.,1,0,Marine Biology
570,1,TitanFresh,0,Comfortable loungewear.,946,596,9/17/2025 8:05,0,Sweet and juicy with watermelon slices,Sustainable home decor,9/17/2025 8:05,989,1,596,9/17/2025 8:05,Fun and educational children of all ages for home and lifestyle products.,1,0,Environmental Science
571,1,AtlasCloth,0,Natural facial cleansers.,679,597,6/10/2024 19:34,0,Spicy and bold with black chili,Delicious organic snacks,6/10/2024 19:34,959,1,597,6/10/2024 19:34,Creative solutions for fashion and apparel designed for daily use.,1,0,Climate Science
572,1,FusionHealth,0,Gourmet baking mixes.,399,598,2/24/2023 13:28,0,Light and citrusy with mandarin orange,Natural bath salts,2/24/2023 13:28,690,1,598,2/24/2023 13:28,Premium home and lifestyle products for innovative solutions.,1,0,Geology
573,1,PrimeElectronics,0,Outdoor picnic accessories.,643,599,12/3/2025 5:07,0,Buttery and smooth with pastry dough,Premium workout supplements,12/3/2025 5:07,24,1,599,12/3/2025 5:07,Advanced technology-driven services for digital marketing.,1,0,Meteorology
574,1,NextSnacks,0,High-quality sports watches.,606,600,9/8/2024 20:26,0,Juicy and tropical with passion fruit pulp,Designer sunglasses cases,9/8/2024 20:26,217,1,600,9/8/2024 20:26,Reliable tools and equipment for unique offerings.,1,0,Oceanography
575,1,CoreBeauty,0,Handcrafted leather wallets.,867,601,5/23/2023 11:50,0,Smoky and intense with smoked brisket,Healthy hydration drinks,5/23/2023 11:50,331,1,601,5/23/2023 11:50,Fun and educational home and lifestyle products for children of all ages.,1,0,Ecology
576,1,EpicSports,0,Sustainable kitchen utensils.,250,602,7/18/2025 7:15,0,Floral and delicate with jasmine aroma,Organic face creams,7/18/2025 7:15,132,1,602,7/18/2025 7:15,Creative solutions for cutting-edge designs to enhance productivity.,1,0,Conservation Biology
577,1,AlphaToys,0,Delicious plant-based meals.,920,603,10/26/2024 14:54,0,Tangy and spicy with black pepper,Specialty tea infusers,10/26/2024 14:54,439,1,603,10/26/2024 14:54,Health and wellness products for premium experiences that promote wellness.,1,0,Forestry
578,1,BetaTools,0,Natural sunscreen lotions.,839,604,1/6/2023 16:37,0,Creamy and sweet with vanilla pudding,Quality hiking shoes,1/6/2023 16:37,614,1,604,1/6/2023 16:37,Leading provider of innovative solutions for trendsetters.,1,0,Agronomy
579,1,GammaHome,0,Premium cycling helmets.,880,605,2/16/2025 19:43,0,Fresh and bright with baby lettuce,Innovative smart appliances,2/16/2025 19:43,142,1,605,2/16/2025 19:43,Specialty fashion and apparel for smarter living.,1,0,Soil Science
580,1,DeltaCoffee,0,Designer fashion jewelry.,784,606,5/14/2024 8:22,0,Nutty and crunchy with pecan pieces,Comfortable sports clothing,5/14/2024 8:22,74,1,606,5/14/2024 8:22,High-quality corporate efficiency sourced from trusted suppliers.,1,0,Hydrology
581,1,EpsilonJuice,0,Healthy meal replacement shakes.,833,607,9/12/2023 13:47,0,Sharp and aromatic with anise seed,Natural lipsticks,9/12/2023 13:47,938,1,607,9/12/2023 13:47,Fun and educational children of all ages for home and lifestyle products.,1,0,Environmental Engineering
582,1,ZetaBakery,0,Organic baby care sets.,629,608,11/13/2025 22:36,0,Earthy and robust with dried mushrooms,Gourmet cooking oils,11/13/2025 22:36,255,1,608,11/13/2025 22:36,Creative solutions for home and lifestyle products designed for daily use.,1,0,Waste Management
583,1,EtaPets,0,Specialty coffee roasters.,959,609,3/6/2024 7:50,0,Light and fruity with guava nectar,Outdoor adventure gear,3/6/2024 7:50,211,1,609,3/6/2024 7:50,Premium home and lifestyle products for balanced life.,1,0,Renewable Energy
584,1,ThetaTech,0,Quality running apparel.,42,610,8/18/2023 18:02,0,Spicy and warm with cinnamon powder,High-end sound equipment,8/18/2023 18:02,62,1,610,8/18/2023 18:02,Advanced technology-driven services for innovative solutions.,1,0,Sustainability
